FIRE_NAME,FIRE_YEAR,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
COLLINS CAMP,2019,250.0,D,34.25972222,-87.29222222,AL
701,2019,413.0,E,33.00055556,-87.48777778,AL
103,2019,276.0,D,32.87666667,-87.01611111,AL
MILLER ISLAND,2019,900.0,E,45.65027778,-120.90166667,WA
LITTLE BEAR,2019,1350.0,F,45.07361111,-119.40055556,OR
SILVER CREEK,2019,110.0,D,42.91027778,-121.09138889,OR
RAMSHORN,2019,287.0,D,41.16666667,-122.62,CA
BAUTISTA,2019,167.0,D,33.63805556,-116.80111111,CA
EAST,2019,410.0,E,40.08388889,-123.06583333,CA
FIVE,2019,156.0,D,34.61111111,-118.71194444,CA
BOONE,2019,117.0,D,44.06416667,-110.94666667,WY
SKULL FLAT,2019,1630.0,F,38.28277778,-112.51333333,UT
CUEVA,2019,1176.0,F,36.31944444,-106.80111111,NM
ORME,2019,914.0,E,34.46805556,-112.13805556,AZ
SURPRISE,2019,210.0,D,34.61055556,-112.54861111,AZ
WAGONBED,2019,446.0,E,33.1725,-107.71166667,NM
PAJARITO,2019,280.0,D,31.36166667,-111.0875,AZ
FISHHAWK,2019,11180.0,G,44.37666667,-109.88,WY
MUDHOLE,2019,157.0,D,34.55333333,-111.37555556,AZ
MULCH,2019,120.0,D,31.13166667,-89.07916667,MS
SENECA VALLEY,2019,132.0,D,36.58416667,-103.02388889,NM
GURULE,2019,2360.0,F,36.5,-106.26666667,NM
UNIT 84,2019,203.0,D,35.77638889,-99.58833333,OK
ROCKY,2019,3700.0,F,34.29888889,-110.6325,AZ
441,2019,330.0,E,37.36388889,-107.74833333,CO
OVERLOOK,2019,152.0,D,37.14083333,-101.93583333,KS
BAKER DRAW,2019,170.0,D,40.68305556,-104.46777778,CO
DECKER,2019,8959.0,G,38.40944444,-106.00388889,CO
HIGH PLAINS,2019,140.0,D,43.66027778,-103.80583333,SD
POISON CANYON,2019,1120.0,F,37.83444444,-109.79944444,UT
DRY HOLLOW FIRE,2019,1289.0,F,38.82636,-79.29462,WV
CHAVEZ CANYON,2019,123.0,D,33.87166667,-107.36833333,NM
MIDWAY,2019,152.0,D,34.14833333,-82.26666667,SC
COLD MOUNTAIN,2019,225.0,D,35.41833333,-82.85222222,NC
32BD,2019,102.0,D,31.17388889,-89.09472222,MS
SANDFLY,2019,147.0,D,30.40888889,-84.42944444,FL
PERCHMAN,2019,1300.0,F,29.46694444,-81.72722222,FL
KENNEDY CREEK,2019,116.0,D,30.12916667,-85.04972222,FL
BRAY MILL,2019,405.0,E,42.63666667,-121.63666667,OR
ROSASCO,2019,731.0,E,38.01083333,-120.00694444,CA
SKOOKUM,2019,120.0,D,45.08722222,-119.47055556,OR
BEEF PASTURE,2019,352.0,E,44.98191,-106.46538,WY
MEMORIAL,2019,1600.0,F,33.20333333,-79.5,SC
NEWMAN,2019,4907.0,F,35.0225,-111.52444444,AZ
SABER,2019,3283.0,F,35.01027778,-111.90138889,AZ
EL DORADO,2019,245.0,D,31.90611111,-109.33972222,AZ
HOYLE,2019,502.5,E,34.36416667,-110.66,AZ
BAGNAL,2019,2243.0,F,34.23583333,-110.14027778,AZ
BEAVER,2019,100.0,D,40.58333333,-105.56694444,CO
SCAREDY CAT,2019,156.0,D,31.11,-88.96,MS
MIDNIGHT,2019,342.0,E,30.61,-88.84,MS
HUGHES,2019,300.0,E,31.10833333,-88.91444444,MS
BROWN HOUSE,2019,216.0,D,30.28555556,-84.53833333,FL
POWERLINE,2019,466.0,E,29.11305556,-81.82027778,FL
FALLING CREEK,2019,125.0,D,30.22861111,-82.54861111,FL
DICK'S RIDGE ASSIST,2019,195.0,D,34.75027778,-85.12916667,GA
BIG CANDLE,2019,1262.0,F,33.0,-87.48333333,AL
TUCKER,2019,14217.0,G,41.72583333,-121.24277778,CA
SNAIL,2019,279.0,D,34.71,-119.35472222,CA
SPRINGS,2019,4840.0,F,37.82583333,-118.87222222,CA
COW,2019,2025.0,F,36.28388889,-118.2275,CA
SLATE,2019,226.0,D,33.94638889,-111.43861111,AZ
CENTRAL,2019,503.0,E,33.93,-112.06416667,AZ
MOUNTAIN,2019,7470.0,G,33.87083333,-111.75416667,AZ
CONEJOS,2019,780.0,E,35.71944444,-106.58694444,NM
MIDDLE,2019,785.0,E,32.77,-105.36138889,NM
JORDAN,2019,322.0,E,33.3,-108.24972222,NM
ROBERTS,2019,5020.0,G,33.61,-107.40583333,NM
ONGIVINUK RIVER,2019,2540.4,F,59.4011,-159.5889,AK
TURKEY,2019,137.0,D,33.23277778,-89.06222222,MS
WET FORK,2019,103.41,D,36.94555556,-90.44888889,MO
ROARING,2019,401.0,E,33.89361111,-108.99611111,NM
EDEN,2019,2800.0,F,34.6325,-111.27111111,AZ
FRANCISQUITO,2019,2021.0,F,36.43583333,-106.21194444,NM
AMOLE,2019,1954.0,F,36.20027778,-105.59527778,NM
HOMESTEAD,2019,220.0,D,34.20583333,-109.61638889,AZ
BLUE RIVER,2019,2168.0,F,33.73444444,-109.07333333,AZ
CHERRY CREEK,2019,105.6,D,47.72361111,-103.115,ND
SHALE CREEK,2019,550.0,E,46.71611111,-114.99,ID
BIG PINEY,2019,307.0,E,37.81,-92.00472222,MO
SOUTH,2019,3057.0,F,33.23,-107.97027778,NM
8-MILE,2019,410.0,E,31.08583333,-88.97611111,MS
LOCKEGEE,2019,108.0,D,38.10111111,-83.46638889,KY
426X,2019,214.0,D,32.7225,-86.93111111,AL
NORTH MILL CREEK,2019,497.0,E,48.67583333,-117.72305556,WA
DEVORE CREEK,2019,679.0,E,48.26222222,-120.72555556,WA
GRANITE GULCH,2019,5555.0,G,45.17805556,-117.42694444,OR
HK SPRING,2019,130.0,D,45.04527778,-119.45277778,OR
GOPHER,2019,354.0,E,42.71472222,-122.25527778,OR
OLD WATER,2019,154.0,D,34.18,-117.26944444,CA
TABOOSE,2019,10265.0,G,37.03416667,-118.34527778,CA
RIVERS,2019,122.0,D,30.34333333,-84.32194444,FL
ROCKY,2019,693.0,E,33.10222222,-107.98611111,NM
PINE LODGE,2019,15000.0,G,33.62444444,-105.24416667,NM
LONE MOUNTAIN,2019,3631.0,F,33.76666667,-105.77944444,NM
MCARTHUR CREEK,2019,20081.0,G,62.9978,-141.05,AK
MELOZITNA,2019,1661.0,F,65.3381,-154.5969,AK
OREGON LAKES,2019,34740.5,G,63.9064,-146.0022,AK
CRAMBERRY SLOUGH,2019,196.2,D,63.8361,-160.7456,AK
PICNIC BEACH,2019,136.1,D,58.8297,-159.5406,AK
SUTTON HOLLOW,2019,144.28,D,37.01777778,-91.31,MO
360G,2019,521.0,E,30.31861111,-84.51888889,FL
SKY BRIDGE,2019,125.0,D,37.81944444,-83.58444444,KY
418C,2019,441.0,E,32.80138889,-86.99583333,AL
426 B,2019,2590.0,F,32.77916667,-86.93472222,AL
HOG CREEK,2019,180.0,D,45.05972222,-119.46888889,OR
LONE,2019,5737.0,G,41.7475,-121.05583333,CA
LOPEZ,2019,220.0,D,35.21333333,-120.45444444,CA
RANGE,2019,100.0,D,34.68305556,-119.91583333,CA
KIDDER 2,2019,207.0,D,41.50805556,-123.065,CA
FRANCIS,2019,365.0,E,41.00916667,-111.90388889,UT
TINCUP,2019,268.0,D,43.00388889,-111.2875,ID
COVE CREEK,2019,5332.0,G,45.32805556,-114.45277778,ID
LUCKY,2019,106.0,D,43.59194444,-115.98416667,ID
RIVER,2019,7944.0,G,33.95305556,-112.01194444,AZ
REDMOND,2019,918.0,E,33.61444444,-110.85611111,AZ
TICK,2019,4615.0,F,34.47277778,-118.36777778,CA
POTATO HILL,2019,185.0,D,35.05305556,-93.6625,AR
DIAMOND,2019,152.0,D,40.07277778,-111.41472222,UT
CHERRY,2019,3494.14,F,40.06638889,-115.64583333,NV
MCKAY BUTTE 0527 NE,2019,170.0,D,43.73944444,-121.35638889,OR
CAVE,2019,3126.0,F,34.51444444,-119.79277778,CA
LUMGREY,2019,207.0,D,41.865,-122.83,CA
LIME,2019,1872.0,F,41.86666667,-122.66861111,CA
GUN RANGE,2019,365.0,E,40.90027778,-111.85027778,UT
PEAVINE CANYON,2019,3904.0,F,37.72333333,-109.85722222,UT
CEDAR,2019,575.0,E,34.06805556,-111.78527778,AZ
MANTEROLA,2019,100.0,D,34.09055556,-111.63166667,AZ
CHERRY SPRINGS,2019,128.0,D,34.175,-112.4875,AZ
TAYLOR BUTTE,2019,293.0,D,42.70388889,-121.45638889,OR
SHELLEY,2019,133.0,D,33.16583333,-108.55527778,NM
MOLINO,2019,540.0,E,32.3275,-110.70444444,AZ
MUSEUM,2019,1961.0,F,35.25777778,-111.64305556,AZ
COLDWATER,2019,16790.0,G,34.49194444,-111.30222222,AZ
GRASSY,2019,550.0,E,33.14138889,-109.0875,AZ
GRANITE LAKE,2019,720.0,E,39.20555556,-106.57916667,CO
BRODER,2019,328.0,E,36.15805556,-118.1875,CA
M AND 8,2019,250.0,D,37.10694444,-102.94666667,CO
BEESKOVE,2019,430.0,E,46.96027778,-113.87083333,MT
MCCLUSKY,2019,2932.0,F,46.01444444,-112.27722222,MT
ELK,2019,1819.0,F,33.99888889,-108.25083333,NM
083 BLUE RIDGE,2019,667.0,E,44.21916667,-119.36638889,OR
LEFT HAND,2019,3406.0,F,46.93305556,-120.99277778,WA
PINHOOK GAP,2019,327.0,E,34.43111111,-87.34722222,AL
VADER,2019,411.0,E,44.35444444,-115.1375,ID
SHADY,2019,6286.0,G,44.51694444,-115.01888889,ID
WOODBURY,2019,123875.0,G,33.40777778,-111.20972222,AZ
LITTLE SPRINGS,2019,1493.0,F,36.62194444,-112.5675,AZ
SKID,2019,157.0,D,33.16416667,-107.81972222,NM
APACHE,2019,192.0,D,33.915,-108.61277778,NM
HELLS GATE,2019,336.0,E,31.4925,-111.15194444,AZ
BUFFALO CORRAL,2019,1178.0,F,31.5625,-110.37638889,AZ
MAROON,2019,8602.0,G,35.30888889,-111.4075,AZ
MONTOYA SPRINGS,2019,2950.0,F,36.47972222,-106.39111111,NM
TELEPHONE,2019,2361.0,F,34.16972222,-109.78777778,AZ
COLEMAN,2019,990.0,E,33.75833333,-109.19027778,AZ
MIDDLE MAMM,2019,1235.0,F,39.36888889,-107.7875,CO
DOE CANYON,2019,2560.0,F,37.72027778,-108.67888889,CO
C34,2019,3813.0,F,37.0,-102.52444444,CO
CRAB,2019,214.0,D,46.50138889,-114.57472222,ID
ADSON,2019,343.0,E,45.74444444,-113.00833333,MT
BLACK JACK,2019,407.0,E,34.7325,-94.92916667,OK
ISLAND POND,2019,100.0,D,29.04083333,-81.79694444,FL
DEEP CREEK,2019,183.0,D,30.38194444,-82.60527778,FL
701G,2019,721.0,E,32.99694444,-87.49555556,AL
ROUND PEAK,2019,235.0,D,40.17444444,-111.58472222,UT
RANCH,2019,2534.0,F,40.0614,-122.6258,CA
NARANJO,2019,1010.0,F,36.15694444,-106.92361111,NM
INDIAN RUN,2019,162.0,D,40.2992,-107.4369,CO
DURBIN CREEK,2019,436.0,E,44.32629,-117.30909,OR
DAYS COFFEE,2019,170.2,D,43.0085,-123.0078,OR
1057,2019,150.0,D,45.6258,-120.0694,OR
COVE CREEK,2019,104.0,D,44.9597,-120.3939,OR
WARD CREEK,2019,2100.0,F,44.9494,-120.9005,OR
HOLLOW,2019,180.0,D,43.97,-120.0025,OR
GRANGE HALL,2019,116.0,D,44.9183,-120.4844,OR
BARNETT RD,2019,781.0,E,45.2794,-120.233,OR
0461,2019,1107.0,F,45.7208,-120.1305,OR
0270,2019,150.0,D,45.7253,-120.6611,OR
TROJAN,2019,108.0,D,44.965397,-123.750002,OR
WARD,2019,1301.0,F,42.0325,-122.1753,OR
FISH FIN,2019,210.0,D,42.4803,-119.158,OR
DEVILS GARDEN,2019,226.0,D,43.4217,-120.8833,OR
FLYNN,2019,162.5,D,42.2967,-120.0664,OR
DIAMOND VALLEY,2019,751.0,E,42.9097,-118.5431,OR
MUD CREEK,2019,217.0,D,42.7908,-118.7467,OR
DREWEY,2019,494.0,E,43.9675,-118.6342,OR
HOME CREEK,2019,122.0,D,42.5578,-118.91,OR
CLARKS BUTTE,2019,352.0,E,43.03769,-117.51607,OR
ROUND BUTTE,2019,1209.0,F,43.1628,-119.2911,OR
BASQUE FLAT,2019,526.0,E,42.368326,-117.80419,OR
DRUMMOND BASIN,2019,2410.0,F,42.449662,-117.23889,OR
PARK RIDGE,2019,186.0,D,38.09055556,-111.32527778,UT
MAMMOTH,2019,980.0,E,39.57555556,-111.27111111,UT
ALASKA,2019,489.0,E,40.20472222,-111.61694444,UT
CAPLES,2019,3434.0,F,38.72388889,-120.14555556,CA
MILL,2019,311.0,E,36.00166667,-121.47083333,CA
HENTHORNE,2019,244.0,D,40.01111111,-123.15222222,CA
SCHAEFFER,2019,295.0,D,36.03888889,-118.38111111,CA
MIDDLE,2019,1339.0,F,40.88694444,-123.01388889,CA
MM122 I15,2019,1232.0,F,38.4367,-112.6336,UT
DEER RANGE,2019,374.0,E,37.3333,-112.0886,UT
SKY RANCH,2019,120.0,D,37.0828,-113.3083,UT
CHESSMAN CANYON,2019,437.0,E,37.642508,-112.857497,UT
BENTLY 1,2019,250.0,D,35.8305,-101.485,TX
BUGBEE,2019,2700.0,F,35.7433,-101.6622,TX
TWO FIRE COMPLEX,2019,400.0,E,35.6225,-101.2678,TX
CASTOLON,2019,944.0,E,29.1208,-103.523919,TX
SAND HILLS,2019,919.0,E,43.075,-101.0961,SD
LONESOME,2019,248.9,D,43.40542,-102.52256,SD
POLE,2019,675.0,E,44.50971,-117.2526,OR
CORBIN CREEK,2019,221.0,D,42.669733,-117.627,OR
LITTLE BEAR,2019,2650.0,F,37.58833333,-112.31972222,UT
ROUGH CREEK,2019,135.0,D,36.3898,-96.5167,OK
TURKEY,2019,370.0,E,34.7036,-95.6294,OK
LOOP,2019,341.0,E,36.7394,-96.4594,OK
SNEAKY,2019,123.0,D,36.6803,-96.4736,OK
DOUBLE CREEK,2019,136.0,D,36.6147,-96.4811,OK
SHOULDA,2019,117.0,D,36.6814,-96.6189,OK
ARCHOLO,2019,248.9,D,35.3142,-96.4706,OK
MCDOWELL,2019,550.0,E,35.2256,-96.1158,OK
RESERVOIR,2019,100.0,D,35.2389,-95.685,OK
MILL CREEK,2019,514.3,E,35.2231,-95.9158,OK
TOLBERT 3,2019,210.1,D,35.1639,-95.9353,OK
CHIMNEY,2019,125.9,D,35.2083,-95.8061,OK
TAYOLE,2019,413.9,E,35.7422,-96.4358,OK
GOODWILL CHURCH,2019,188.3,D,35.5139,-96.3744,OK
TOLBERT 2,2019,328.0,E,35.1625,-95.9372,OK
BROADWAY,2019,563.4,E,35.5047,-96.4083,OK
BACHELOR CREEK,2019,278.7,D,35.6969,-96.4481,OK
COACHMAN,2019,265.9,D,35.4472,-96.4694,OK
PARSLEY CREEK,2019,2776.0,F,35.3456,-96.0297,OK
PROCTOR,2019,156.0,D,35.1869,-95.9375,OK
SCHOOL BUS,2019,191.0,D,35.2853,-96.0956,OK
NAVY,2019,172.0,D,36.4397,-96.1356,OK
HIDEOUT,2019,140.0,D,35.3775,-96.508,OK
SALT CREEK,2019,2261.0,F,36.75,-96.3242,OK
DUES,2019,2484.0,F,36.3194,-96.4375,OK
GRANDSTAFF,2019,217.5,D,36.0003,-96.6964,OK
US-177,2019,256.0,D,36.5578,-97.0772,OK
FIELDS,2019,119.5,D,36.5353,-96.3403,OK
WATCHER,2019,464.4,E,36.7819,-96.6342,OK
PACK,2019,1132.0,F,36.6956,-96.7986,OK
WEST DRUM,2019,124.2,D,36.6811,-96.5292,OK
SOONER,2019,137.5,D,36.7292,-96.3033,OK
BVILLE CASINO,2019,800.0,E,36.7139,-96.0519,OK
PENN CREEK,2019,496.5,E,36.4197,-96.4336,OK
BIRCH LAKE,2019,130.0,D,36.5428,-96.1597,OK
WEST,2019,100.0,D,36.4514,-96.1994,OK
RADAR HILL,2019,545.0,E,36.7678,-96.0272,OK
WILDHORSE CREEK,2019,2001.0,F,36.3711,-96.2872,OK
SIDE BY SIDE,2019,101.0,D,36.4675,-96.6117,OK
TROOPER,2019,174.0,D,36.4092,-96.2658,OK
SOUTH ROCK CREEK,2019,581.2,E,36.8153,-96.2711,OK
NORTH ROCK CREEK,2019,165.0,D,36.8528,-96.2458,OK
SWIFTNELL,2019,261.5,D,36.585,-96.1911,OK
NORTH BOSTON,2019,134.0,D,36.3825,-96.4817,OK
SAVAGE 7,2019,1064.0,F,36.5019,-96.3803,OK
CEREMONIAL GROUNDS,2019,198.2,D,36.3147,-95.0372,OK
CELLAR,2019,7512.0,G,34.24305556,-112.4875,AZ
LITTLE,2019,311.0,E,33.22805556,-108.34972222,NM
KEOTA,2019,1028.0,F,40.69916667,-104.00305556,CO
EAST PAWNEE,2019,857.0,E,40.69388889,-104.41833333,CO
HUNGRY CREEK,2019,207.0,D,46.37222222,-115.45944444,ID
DEER,2019,1905.0,F,33.73527778,-109.13361111,AZ
YANKS,2019,228.0,D,31.49111111,-111.3125,AZ
BENTON,2019,565.0,E,31.33944444,-110.70555556,AZ
MILLER,2019,4500.0,F,31.44861111,-109.02666667,NM
WOODROW,2019,1075.0,F,33.21055556,-108.52388889,NM
BLACK,2019,1235.0,F,33.16361111,-107.90527778,NM
BEAR,2019,832.0,E,33.57638889,-107.98444444,NM
PEMBERTON,2019,1173.0,F,34.71833333,-112.68027778,AZ
SHERIDAN,2019,21510.0,G,34.67777778,-112.89027778,AZ
CHIPPEAN,2019,227.0,D,37.83111111,-109.65,UT
SNOQUALMIE,2019,128.0,D,41.09083333,-111.90027778,UT
SADDLERIDGE,2019,8794.0,G,34.32833333,-118.48027778,CA
JORDAN,2019,593.0,E,36.22722222,-118.30805556,CA
GOOSE POINT,2019,8906.4,G,40.0855,-111.8508,UT
SHELTER PASS,2019,8970.6,G,41.450667,-113.1749,UT
CURLEW,2019,4462.0,F,41.942777,-112.941388,UT
ALTA CREEK FIRE,2019,115.8,D,43.26333333,-105.42472222,WY
RUSSELL,2019,5949.0,G,41.78945,-112.9036,UT
HORSEFLY,2019,1352.0,F,46.96305556,-112.44083333,MT
AVINTAQUIN RIDGE,2019,111.0,D,39.99836,-110.76683,UT
5000 PUMPHOUSE,2019,150.0,D,46.31,-120.4289,WA
GETTY,2019,656.0,E,34.11039,-118.48328,CA
SPRING COULEE,2019,107.0,D,48.33379,-119.63359,WA
MILEPOST 20,2019,1122.3,F,47.23985,-120.04206,WA
MATSON,2019,8743.2,G,46.58179,-119.00307,WA
ESQUATZEL,2019,475.0,E,46.49229,-119.00419,WA
SULPHUR,2019,1150.0,F,46.62521,-118.72124,WA
SADDLE MOUNTAIN,2019,124.0,D,46.79109,-119.89729,WA
DESERT CANYON,2019,1456.0,F,47.70728,-120.1655,WA
BEVERLY,2019,120.0,D,46.85033,-119.93469,WA
POWERLINE,2019,7727.5,G,46.76971,-119.88,WA
COLUMBIA PLATEAU,2019,117.0,D,46.24854,-118.92459,WA
P K COMMAND,2019,104.0,D,46.26088,-119.00699,WA
DODSON RD,2019,131.3,D,47.06318,-119.58309,WA
LUNDSTROMS,2019,375.9,E,47.8922,-118.5128,WA
ELMER CITY,2019,2115.0,F,48.0486,-118.9725,WA
JACK WELLS 2,2019,111.0,D,48.04155,-119.5953,WA
SEYLOR VALLEY,2019,262.0,D,48.32885,-118.26885,WA
SILVER CREEK,2019,276.2,D,48.26,-118.2089,WA
GREEN RAVINE,2019,2117.0,F,40.70133,-112.2468,UT
BOULIN,2019,4039.0,F,35.39277778,-112.01083333,AZ
HOGUP WEST,2019,400.3,E,41.5789,-113.1579,UT
MONTELLO,2019,109.4,D,41.3842,-114.0091,UT
BALSAM,2019,130.0,D,45.82833333,-113.78027778,MT
BOWENS,2019,246.1,D,37.06694444,-83.53638889,KY
ROCKCASTLE FIRE,2019,484.0,E,37.115,-84.32861111,KY
SWAN CREEK,2019,2121.0,F,36.86916667,-92.95861111,MO
FLINT HILL,2019,365.03,E,38.00555556,-91.00361111,MO
PATTERSON,2019,252.0,D,36.85722222,-92.94694444,MO
TRAIL 536,2019,120.0,D,45.83166667,-114.88,ID
SNOW PEAK,2019,110.0,D,47.95833333,-116.28583333,ID
SNOW CREEK,2019,1815.0,F,47.70333333,-113.4,MT
MILLER GULCH,2019,297.0,D,46.47305556,-113.75805556,MT
MARTINEZ,2019,184.0,D,33.13916667,-109.185,AZ
WHITING,2019,2280.0,F,34.16416667,-109.58055556,AZ
4 BAR,2019,178.0,D,33.34361111,-109.36638889,AZ
MATON,2019,105.2,D,36.43361111,-106.23361111,NM
K49,2019,2272.0,F,36.55416667,-103.12694444,NM
HART,2019,4500.0,F,34.53277778,-111.19138889,AZ
DUKE,2019,1008.0,F,34.69527778,-111.19472222,AZ
ADOBE,2019,125.0,D,33.53777778,-107.87444444,NM
GHOST,2019,1770.0,F,33.66194444,-108.41055556,NM
RIDGE,2019,333.0,E,36.645,-92.85805556,MO
BOVINE,2019,225.0,D,41.52,-113.6869,UT
SMITH STILL,2019,515.0,E,30.36611111,-82.5675,FL
HILLSIDE,2019,173.0,D,34.18555556,-117.28388889,CA
LITTLE MOUNTAIN,2019,183.0,D,40.6319,-112.2217,UT
SOUTH TIMPIE SPRINGS,2019,1320.0,F,40.7183,-112.6514,UT
JERICHO JUNCTION,2019,105.0,D,39.737,-112.2,UT
LEAMINGTON,2019,3686.2,F,39.52633,-112.2558,UT
HEPPLERS,2019,398.0,E,38.74198,-112.0279,UT
GOAT CANYON,2019,1593.6,F,39.539433,-112.0839,UT
MEADOW CREEK,2019,4231.0,F,38.8733,-112.3836,UT
SWASEY PEAK,2019,103.0,D,39.38542,-113.2906,UT
RIVER DIP,2019,227.2,D,39.402111,-112.50199,UT
TWIN PEAKS,2019,105.3,D,38.776033,-112.6974,UT
PAINT MINE,2019,2665.0,F,39.7792,-111.9347,UT
RIVER BREAKS,2019,341.0,E,39.608667,-112.1095,UT
CHAMPLIN POINT,2019,311.5,E,39.663967,-112.2868,UT
BLACK WILLOW,2019,154.0,D,38.977117,-112.7953,UT
JUNE,2019,380.0,E,38.9139,-112.4006,UT
BALD MOUNTAIN,2019,450.0,E,39.0722,-112.376017,UT
NECK,2019,19151.0,G,38.0028,-113.1514,UT
CLAIR,2019,680.0,E,33.87638889,-111.64472222,AZ
VERDE,2019,2735.0,F,33.72916667,-111.59472222,AZ
238,2019,171.0,D,30.20694444,-82.54027778,FL
WHISPERING PINES,2019,196.8,D,36.2836,-94.9089,OK
SMITH KNOB,2019,915.0,E,45.29472222,-115.53583333,ID
COUNTY LINE,2019,135.6,D,36.2928,-95.0097,OK
TOLLESTON 1,2019,274.0,D,41.6156,-87.26,IN
MILLER WOODS,2019,216.0,D,41.6053,-87.2811,IN
SOUTH NOTCH,2019,376.2,E,42.9119,-114.4303,ID
SHOESTRING,2019,243.6,D,42.8675,-114.7122,ID
NORTH WILSON,2019,331.7,E,42.6342,-114.1236,ID
PEAVEY,2019,457.9,E,43.0139,-113.6331,ID
SPUD,2019,4884.8,F,43.1956,-113.7739,ID
LAVA,2019,1202.4,F,42.9592,-114.3664,ID
WATERS,2019,133.4,D,43.0511,-114.2942,ID
PIONEER,2019,421.7,E,42.9378,-115.0172,ID
WILSON,2019,316.8,E,42.6081,-114.0831,ID
JAY,2019,354.3,E,42.6353,-114.425,ID
FLAT TOP,2019,10022.0,G,42.9933,-113.1114,ID
MALAD SUMMIT,2019,133.0,D,42.3536,-112.228,ID
TREASURETON,2019,363.0,E,42.328,-111.8672,ID
HORSE BUTTE,2019,9441.8,G,43.0203,-113.1997,ID
BEDROCK,2019,168.0,D,46.528131,-116.586197,ID
FLINT MESA,2019,1549.9,F,42.8678,-115.1783,ID
POT HOLE,2019,67069.5,G,42.7769,-115.5239,ID
1 ALPHA 19,2019,300.0,E,39.302964,-95.882936,KS
RL 062,2019,260.0,D,47.98,-95.583,MN
DUDLEY ROAD,2019,101.0,D,48.7867,-112.5208,MT
SWITCH,2019,113.0,D,46.04339,-108.44399,MT
SPUD,2019,189.0,D,47.7611,-110.8169,MT
BEAR CREEK,2019,140.0,D,47.3197,-108.8303,MT
RIDGETOP,2019,11128.0,G,47.5014,-108.225,MT
LAST CHANCE,2019,280.0,D,47.725,-109.8919,MT
WINDY,2019,213.0,D,48.0581,-105.9292,MT
D HILL,2019,478.0,E,47.3517,-114.2994,MT
MOSS RANCH,2019,5310.0,G,47.4347,-114.3567,MT
BILTMORE,2019,142.0,D,45.4408,-112.5014,MT
BANNACK,2019,151.0,D,45.1833,-112.9656,MT
LOOKOUT POINT,2019,9432.8,G,42.2908,-115.6253,ID
CAMP TENDOY,2019,202.7,D,44.5828,-112.6792,MT
ROADSIDE 420,2019,162.0,D,45.5617,-107.6944,MT
SLACK ROAD,2019,100.0,D,45.0236,-107.4533,WY
SOAP CREEK,2019,149.0,D,45.2439,-107.7467,MT
NORTH HILLS,2019,5019.0,G,46.7544,-111.9625,MT
CROOKED CREEK,2019,316.0,E,46.0169,-108.515,MT
MOUNTAINVIEW FIRE,2019,2775.0,F,45.8303,-108.8403,MT
EAST BUFFALO,2019,127.0,D,46.3214,-107.7989,MT
DASH FIRE,2019,125.0,D,46.15769,-108.20159,MT
17 MILE 2,2019,503.0,E,46.016597,-108.504758,MT
ROADSIDE 484,2019,524.0,E,45.4803,-108.475,MT
HOT SPRING,2019,10289.7,G,42.3942,-115.51,ID
CLOVER,2019,1257.0,F,42.4711,-115.3725,ID
RISING,2019,217.0,D,43.2439,-112.4411,ID
AIRPLAY,2019,285.0,D,43.08037,-115.93878,ID
MM78 HWY51,2019,188.0,D,42.96243,-115.76626,ID
MM80 HWY51,2019,361.0,E,42.9953,-115.76038,ID
WHITNEY FIRE,2019,441.0,E,30.90389,-81.43722,GA
YELLOW BLUFF,2019,554.0,E,30.55347,-81.62127,FL
BULLHEAD FIRE,2019,125.0,D,26.2714,-80.9781,FL
TAYLOR,2019,233.0,D,25.3033,-80.71683,FL
CANE MILL HAMMOCK,2019,122.0,D,25.524,-80.85517,FL
KING HOLLOW,2019,304.5,E,36.3136,-95.0483,OK
BENDER,2019,313.0,E,42.45862,-115.72607,ID
OSCEOLA WF,2019,545.0,E,25.760708,-80.651453,FL
COWHORN WF,2019,269.0,D,26.2183,-81.3048,FL
BUNDCHU WF,2019,295.0,D,26.2314,-81.1483,FL
PINE TREE,2019,742.0,E,37.11804,-107.43227,CO
PETERSON,2019,120.0,D,39.726,-119.969,NV
DIXIE,2019,105.5,D,39.94019,-119.88759,NV
COTTONWOOD,2019,332.7,E,40.10971,-119.85499,NV
DINO HQ,2019,163.0,D,40.24286,-108.96989,CO
JORDAN,2019,160.0,D,40.1008,-108.0322,CO
HUNT,2019,3778.0,F,39.7528,-108.3164,CO
THICK ROOT WF,2019,530.0,E,26.172784,-81.297161,FL
FLOWING WELL,2019,137.1,D,47.3303,-106.1403,MT
HOTSPRINGS,2019,521.0,E,42.33511,-115.66196,ID
BUCK,2019,300.0,E,42.19806,-115.9257,ID
DESERT RIDE,2019,4538.0,F,43.8253,-112.0203,ID
SHEEP,2019,112106.7,G,43.7147,-112.5228,ID
TWENTY MILE,2019,191.0,D,43.5405,-112.5103,ID
TABLE BUTTE,2019,796.0,E,43.9958,-112.3289,ID
DITTO,2019,212.0,D,43.32864,-115.84187,ID
TERESA,2019,233.0,D,43.55055,-116.09428,ID
MAYFIELD,2019,1218.0,F,43.45237,-115.94556,ID
PROSPECT,2019,373.0,E,43.48227,-115.97591,ID
VISTA,2019,329.0,E,43.4365,-116.19532,ID
MARYS,2019,182.0,D,42.27454,-115.89818,ID
HEART,2019,1529.0,F,44.144,-116.6922,ID
CANMAY,2019,1012.0,F,43.26401,-115.71227,ID
